user_input,retrieved_contexts,response,answer_relevancy
"Khi áp dụng mức lương tối thiểu mới năm 2024, doanh nghiệp có được phép cắt giảm khoản phụ cấp độc hại đã thỏa thuận trước đó không?",[],"Theo quy định của pháp luật lao động Việt Nam, **doanh nghiệp không được phép đơn phương cắt giảm các khoản phụ cấp, bao gồm phụ cấp độc hại, nếu khoản này đã được thỏa thuận trong hợp đồng lao động hoặc thỏa ước lao động tập thể**.

Cụ thể:

1. **Phụ cấp độc hại** là khoản tiền bù đắp cho người lao động làm việc trong điều kiện có yếu tố nguy hiểm, độc hại, và thường được xác định dựa trên kết quả đánh giá điều kiện lao động (theo **Điều 104 Bộ luật Lao động 2019**).

2. Việc thay đổi nội dung hợp đồng lao động, bao gồm các khoản phụ cấp, phải được **thỏa thuận bằng văn bản giữa người lao động và người sử dụng lao động** (theo **Điều 35 Bộ luật Lao động 2019**). Doanh nghiệp **không được tự ý cắt giảm** mà không có sự đồng ý của người lao động.

3. Việc điều chỉnh lương tối thiểu vùng hằng năm (như mức lương tối thiểu vùng năm 2024) **không ảnh hưởng trực tiếp đến các khoản phụ cấp đã thỏa thuận**, trừ khi có quy định cụ thể khác của pháp luật hoặc hai bên có thỏa thuận mới.

👉 **Kết luận**:  
**Doanh nghiệp không được phép cắt giảm khoản phụ cấp độc hại đã thỏa thuận trước đó chỉ vì áp dụng mức lương tối thiểu mới năm 2024**, trừ khi có sự đồng thuận bằng văn bản với người lao động hoặc có căn cứ theo quy định pháp luật về điều chỉnh điều kiện lao động (ví dụ: môi trường làm việc đã được cải thiện, không còn yếu tố độc hại – cần có kết luận kiểm định).

Nếu doanh nghiệp tự ý cắt giảm, người lao động có quyền khiếu nại hoặc yêu cầu cơ quan có thẩm quyền can thiệp theo quy định tại **Điều 187 Bộ luật Lao động 2019** về giải quyết tranh chấp lao động.",
Anh G ký hợp đồng lao động có thời hạn đúng 01 tháng với một công ty xây dựng. Anh có thuộc diện tham gia BHXH bắt buộc không?,[],"Theo quy định của pháp luật lao động và bảo hiểm xã hội Việt Nam, anh G **có thuộc diện tham gia bảo hiểm xã hội (BHXH) bắt buộc**.

Cụ thể, căn cứ theo **Điều 2 Luật Bảo hiểm xã hội năm 2014 (sửa đổi, bổ sung năm 2015)**, người lao động làm việc theo **hợp đồng lao động có thời hạn từ đủ 01 tháng trở lên** thuộc đối tượng tham gia BHXH bắt buộc.

> **Điều 2. Đối tượng áp dụng**  
> 1. Người lao động là công dân Việt Nam thuộc một trong các trường hợp sau đây:  
> a) Làm việc theo hợp đồng lao động không xác định thời hạn, hợp đồng lao động xác định thời hạn, hợp đồng lao động theo mùa vụ hoặc theo một công việc nhất định có thời hạn từ đủ **03 tháng đến dưới 12 tháng**...  
> *(Lưu ý: Từ ngày 01/01/2021, theo Nghị quyết 95/2019/QH14, đối tượng tham gia BHXH bắt buộc đã được mở rộng)*

Tuy nhiên, kể từ **01/01/2021**, theo **Nghị quyết số 95/2019/QH14** của Quốc hội, **người lao động giao kết hợp đồng lao động có thời hạn từ đủ 01 tháng trở lên** đã được **mở rộng vào diện tham gia BHXH bắt buộc** (trước đây là từ 03 tháng).

Do đó, kể từ thời điểm này, **hợp đồng lao động có thời hạn đúng 01 tháng** cũng thuộc diện phải tham gia BHXH bắt buộc.

✅ **Kết luận**:  
Anh G ký hợp đồng lao động **đúng 01 tháng** với công ty xây dựng thì **thuộc diện tham gia BHXH bắt buộc**, theo quy định tại **Điều 2 Luật Bảo hiểm xã hội 2014** và **Nghị quyết 95/2019/QH14**. Công ty có trách nhiệm đăng ký và đóng BHXH cho anh G.",
"Một hộ gia đình thuê người giúp việc làm việc 8 tiếng/ngày, trả lương trực tiếp. Chủ nhà có trách nhiệm đóng BHXH bắt buộc cho người này không?",[],"Theo quy định của pháp luật lao động và bảo hiểm xã hội Việt Nam, **chủ nhà có trách nhiệm đóng bảo hiểm xã hội (BHXH) bắt buộc** cho người giúp việc nếu đáp ứng các điều kiện theo pháp luật.

Cụ thể:

Theo **Điều 2 Luật Bảo hiểm xã hội năm 2014** (sửa đổi, bổ sung năm 2015), người lao động làm việc theo **hợp đồng lao động** hoặc **hợp đồng làm việc** có thời hạn từ đủ **01 tháng trở lên** thì thuộc đối tượng tham gia BHXH bắt buộc.

Đồng thời, **Khoản 1 Điều 2 Nghị định 143/2018/NĐ-CP** quy định chi tiết:

> ""Người giúp việc gia đình làm việc theo **hợp đồng lao động từ đủ 01 tháng trở lên** thì thuộc đối tượng tham gia bảo hiểm xã hội bắt buộc.""

Do đó, nếu người giúp việc làm việc **8 tiếng/ngày** và **được trả lương trực tiếp**, thì đây là quan hệ lao động kéo dài, ổn định. Nếu thời gian làm việc từ **đủ 01 tháng trở lên**, thì **chủ nhà (người sử dụng lao động)** có trách nhiệm:

- Ký hợp đồng lao động với người giúp việc (theo Điều 18 Bộ luật Lao động 2019),
- **Đóng BHXH bắt buộc** cho người lao động theo quy định tại **Điều 85 và Điều 95 Luật Bảo hiểm xã hội 2014**.

👉 **Tóm lại**:  
**Có**, nếu người giúp việc làm việc từ đủ **01 tháng trở lên**, thì **chủ nhà phải đóng BHXH bắt buộc** cho người này, kể cả khi trả lương trực tiếp và không thông qua công ty môi giới.

Nếu không thực hiện, chủ nhà có thể bị xử phạt hành chính theo Nghị định 28/2020/NĐ-CP về xử phạt vi phạm hành chính trong lĩnh vực lao động.",
"Nhân viên nghỉ việc do ốm đau thông thường và đã đóng BHXH được 10 năm. Trong một năm, nhân viên này được hưởng tối đa bao nhiêu ngày nghỉ chế độ ốm đau?",[],"Theo quy định tại **Điều 25 Luật Bảo hiểm xã hội năm 2014**, người lao động nghỉ việc do ốm đau, tai nạn mà không phải do tai nạn lao động được hưởng chế độ ốm đau.

Cụ thể, **Điều 25, Khoản 1** quy định:

> ""Người lao động được hưởng chế độ ốm đau khi thuộc một trong các trường hợp sau đây:
> a) Bị ốm đau, tai nạn phải nghỉ việc và có xác nhận của cơ sở khám bệnh, chữa bệnh có thẩm quyền theo quy định của pháp luật về khám bệnh, chữa bệnh;
> b) Có con dưới 07 tuổi bị ốm đau phải nghỉ việc để chăm sóc con.""

Về **số ngày nghỉ tối đa được hưởng chế độ ốm đau trong một năm**, căn cứ theo **Khoản 2, Điều 25 Luật Bảo hiểm xã hội 2014**, quy định như sau:

> ""Thời gian nghỉ việc hưởng chế độ ốm đau trong một năm đối với người lao động làm việc theo hợp đồng lao động không xác định thời hạn, hợp đồng lao động xác định thời hạn, hợp đồng lao động theo mùa vụ hoặc theo một công việc nhất định có thời hạn từ đủ 03 tháng trở lên được tính theo số ngày làm việc do ốm đau, nhưng **tối đa bằng 30 ngày làm việc nếu đã đóng bảo hiểm xã hội dưới 15 năm; 40 ngày làm việc nếu đã đóng bảo hiểm xã hội từ đủ 15 năm đến dưới 30 năm; 60 ngày làm việc nếu đã đóng bảo hiểm xã hội từ đủ 30 năm trở lên**.""

Tuy nhiên, **trường hợp người lao động bị ốm đau do bệnh dài ngày**, thì thời gian nghỉ việc hưởng chế độ ốm đau có thể **cao hơn**, nhưng vẫn **không vượt quá 180 ngày trong một năm**, kể cả ngày lễ, Tết, ngày nghỉ theo quy định.

Nhưng trong trường hợp **ốm đau thông thường** (không phải bệnh nặng, dài ngày), thì căn cứ theo thời gian đóng BHXH:

- Nhân viên đã đóng BHXH **10 năm** → thuộc nhóm **dưới 15 năm**.

→ Do đó, theo **Khoản 2, Điều 25 Luật BHXH 2014**, **số ngày nghỉ tối đa được hưởng chế độ ốm đau trong một năm là 30 ngày làm việc**.

✅ **Kết luận**:  
**Nhân viên nghỉ việc do ốm đau thông thường, đã đóng BHXH 10 năm, trong một năm được hưởng tối đa 30 ngày làm việc nghỉ chế độ ốm đau.**

*(Căn cứ: Điều 25 Luật Bảo hiểm xã hội số 58/2014/QH13)*.",
Một giáo viên nữ có nguyện vọng nghỉ hưu sớm vào năm 2026. Mức lương hưu hằng tháng của chị có bị giảm tỷ lệ % do nghỉ hưu trước tuổi không?,[],"Theo quy định của pháp luật bảo hiểm xã hội Việt Nam hiện hành (Luật Bảo hiểm xã hội năm 2014 và các văn bản hướng dẫn thi hành), **việc nghỉ hưu trước tuổi sẽ làm giảm tỷ lệ hưởng lương hưu hằng tháng** do bị trừ tỷ lệ % tương ứng với số năm nghỉ hưu trước tuổi.

Cụ thể:

- **Điều 54, Luật Bảo hiểm xã hội năm 2014** quy định về điều kiện hưởng lương hưu, trong đó có quy định về tuổi nghỉ hưu.
- Theo **Khoản 3, Điều 56, Luật Bảo hiểm xã hội 2014**, nếu người lao động nghỉ hưu trước tuổi (do suy giảm khả năng lao động hoặc theo quy định riêng) thì **mỗi năm nghỉ hưu trước tuổi bị trừ 2%**.

Tuy nhiên, cần lưu ý:

- **Giáo viên** là đối tượng làm việc trong **ngành giáo dục**, thuộc diện được **nghỉ hưu ở tuổi thấp hơn** nếu có đủ điều kiện (ví dụ: làm việc ở vùng có điều kiện kinh tế - xã hội đặc biệt khó khăn, hoặc do suy giảm khả năng lao động).
- Nếu giáo viên **nghỉ hưu trước tuổi theo đúng quy định pháp luật** (ví dụ: đủ điều kiện về thời gian đóng BHXH và suy giảm khả năng lao động từ 61% trở lên theo Điều 55 Luật BHXH), thì **vẫn bị trừ 2% cho mỗi năm nghỉ trước tuổi**.

👉 **Ví dụ**:  
Nếu năm 2026, giáo viên nữ này chưa đến **tuổi nghỉ hưu theo quy định** (hiện nay tuổi nghỉ hưu của nữ là 55 tuổi 4 tháng vào năm 2026, theo lộ trình tăng dần theo Nghị định 135/2020/NĐ-CP), mà xin nghỉ hưu sớm 2 năm, thì **bị trừ 4%** (2 năm × 2%/năm) trên tỷ lệ hưởng lương hưu.

---

✅ **Kết luận**:  
**Có, mức lương hưu hằng tháng của giáo viên nữ nghỉ hưu sớm vào năm 2026 sẽ bị giảm tỷ lệ phần trăm do nghỉ hưu trước tuổi**, cụ thể là **bị trừ 2% cho mỗi năm nghỉ trước tuổi** theo quy định tại **Khoản 3, Điều 56, Luật Bảo hiểm xã hội năm 2014**.",
Tên của người sử dụng lao động là doanh nghiệp trong hợp đồng lao động được ghi theo tài liệu nào?,[],"Theo quy định tại **Điều 18 Bộ luật Lao động năm 2019**, hợp đồng lao động phải được giao kết bằng văn bản và bao gồm các nội dung chủ yếu, trong đó có **họ tên, địa chỉ của người sử dụng lao động**.

Về việc ghi tên người sử dụng lao động là doanh nghiệp, tên này phải được ghi **theo đúng tên đăng ký trong Giấy chứng nhận đăng ký doanh nghiệp** do cơ quan đăng ký kinh doanh cấp.

Cụ thể, theo **Điều 31 Luật Doanh nghiệp năm 2020**, tên doanh nghiệp phải được ghi trong các giấy tờ giao dịch, hợp đồng, hóa đơn và các tài liệu khác xuất trình hoặc phát hành trong quá trình hoạt động kinh doanh. Do đó, trong hợp đồng lao động, tên người sử dụng lao động là doanh nghiệp phải được ghi **theo đúng tên đầy đủ hoặc tên viết tắt đã đăng ký trong Giấy chứng nhận đăng ký doanh nghiệp**.

👉 **Tóm lại**: Tên của người sử dụng lao động là doanh nghiệp trong hợp đồng lao động phải được ghi theo **tên đăng ký trong Giấy chứng nhận đăng ký doanh nghiệp**, căn cứ theo **Điều 18 Bộ luật Lao động 2019** và **Điều 31 Luật Doanh nghiệp 2020**.",
Mức lương theo công việc hoặc chức danh ghi trong hợp đồng lao động được tính theo đơn vị thời gian nào?,[],"Theo quy định tại **Điều 28 Bộ luật Lao động năm 2019**, mức lương theo công việc hoặc chức danh ghi trong hợp đồng lao động được tính theo **đơn vị thời gian là tháng**.

Cụ thể, **Khoản 2 Điều 28** quy định:

> ""Mức lương theo công việc hoặc chức danh là mức lương được trả cho người lao động để thực hiện công việc hoặc chức danh phù hợp với trình độ, kỹ năng, kinh nghiệm và năng lực; **được tính theo thời gian làm việc trong một tháng**.""

Do đó, mức lương theo công việc hoặc chức danh trong hợp đồng lao động được tính theo **tháng**, trừ trường hợp các bên có thỏa thuận khác phù hợp với pháp luật (ví dụ: theo ngày, giờ – nhưng phải đảm bảo không thấp hơn mức lương tối thiểu vùng theo tháng khi quy đổi).",
"Trong lĩnh vực nông nghiệp, hai bên có thể giảm nội dung thỏa thuận về nâng bậc lương đối với loại công việc nào?",[],"Theo quy định của pháp luật lao động Việt Nam, trong lĩnh vực nông nghiệp, hai bên (người lao động và người sử dụng lao động) có thể thỏa thuận về việc **không áp dụng thang lương, bảng lương** đối với **công việc giản đơn nhất** hoặc **công việc có thời hạn dưới 3 tháng**.

Cụ thể, căn cứ theo **Điều 93 Bộ luật Lao động năm 01/2019/QH14**, quy định:

> ""1. Người sử dụng lao động xây dựng thang lương, bảng lương đối với người lao động làm công việc đòi hỏi phải được đào tạo nghề, trừ công việc giản đơn trong tổ chức có từ 10 người lao động trở lên.
>
> 2. Đối với công việc giản đơn hoặc công việc có thời hạn dưới 03 tháng, hai bên có thể thỏa thuận không áp dụng thang lương, bảng lương.""

Do đó, trong lĩnh vực nông nghiệp, nếu công việc là **giản đơn** (như làm cỏ, tưới cây, thu hoạch...) hoặc **có thời hạn dưới 3 tháng**, thì hai bên **có thể giảm hoặc không đưa nội dung thỏa thuận về nâng bậc lương** vào hợp đồng lao động, vì không bắt buộc phải áp dụng thang lương, bảng lương.

Tuy nhiên, tiền lương trả cho người lao động vẫn phải **đảm bảo không thấp hơn mức lương tối thiểu vùng** theo quy định tại **Điều 90 Bộ luật Lao động 2019**.",
Hành vi dùng vũ lực để ép buộc người lao động làm việc trái ý muốn được gọi là gì?,[],"Hành vi dùng vũ lực để ép buộc người lao động làm việc trái ý muốn được gọi là **buộc lao động trái pháp luật** hoặc cụ thể hơn, có thể cấu thành **tội ngược đãi người dưới quyền, người bị quản lý** hoặc **tội sử dụng lao động trái phép** tùy theo tính chất và mức độ.

Theo **Điều 140 Bộ luật Hình sự năm 2015 (sửa đổi, bổ sung năm 2017)**, hành vi **bắt hoặc giữ người trái pháp luật** có thể bị xử lý hình sự nếu dùng vũ lực, đe dọa dùng vũ lực hoặc các hình thức cưỡng bức khác để buộc người lao động làm việc.

Ngoài ra, **Điều 142 Bộ luật Hình sự** quy định về **tội ngược đãi người dưới quyền**, trong đó nêu rõ:

> ""Người nào đối xử tàn bạo hoặc hành hạ người dưới quyền, người bị quản lý thì bị phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 03 tháng đến 02 năm.""

Trong lĩnh vực lao động, **Bộ luật Lao động năm 2019** cũng nghiêm cấm việc **ép buộc lao động**, cụ thể tại **Điều 7**:

> ""Cấm ép buộc lao động, sử dụng lao động chưa thành niên trái quy định, phân biệt đối xử trong lao động...""

Do đó, hành vi dùng vũ lực để ép buộc người lao động làm việc trái ý muốn có thể bị xử lý theo **Bộ luật Hình sự** và **Bộ luật Lao động**, tùy theo mức độ và hoàn cảnh cụ thể.",
Chi phí tuyển dụng lao động do ai chi trả?,[],"Theo quy định tại **Điều 9 Thông tư 14/2021/TT-BLĐTBXH** ngày 09/9/2021 của Bộ Lao động - Thương binh và Xã hội hướng dẫn về hợp đồng lao động, tuyển dụng, quản lý người lao động làm việc theo hợp đồng lao động, thì:

> **Chi phí tuyển dụng người lao động do người sử dụng lao động chi trả.**

Cụ thể, **Khoản 1 Điều 9** quy định:

> ""Người sử dụng lao động có trách nhiệm chi trả các chi phí liên quan đến tuyển dụng người lao động, bao gồm: chi phí đăng tin tuyển dụng, tổ chức phỏng vấn, kiểm tra, đánh giá ứng viên, chi phí khám sức khỏe (nếu có), và các chi phí khác liên quan trực tiếp đến quá trình tuyển dụng.""

Do đó, **người sử dụng lao động (doanh nghiệp, tổ chức, cá nhân thuê lao động)** là bên có trách nhiệm chi trả toàn bộ chi phí tuyển dụng, **không được yêu cầu người lao động hoàn trả các chi phí này**, trừ trường hợp hai bên có thỏa thuận khác trong hợp đồng lao động mà không trái pháp luật.

Tóm lại: **Chi phí tuyển dụng lao động do người sử dụng lao động chi trả.**",
Người sử dụng lao động có được giữ bản chính giấy tờ tùy thân của người lao động khi giao kết hợp đồng không?,[],"Không, người sử dụng lao động **không được giữ bản chính giấy tờ tùy thân** của người lao động khi giao kết hợp đồng lao động.

Theo **Điều 20, Bộ luật Lao động năm 2019** (có hiệu lực từ ngày 01/01/2021), quy định:

> **""Điều 20. Quyền và nghĩa vụ của người lao động**  
> ...  
> 3. Không bị người sử dụng lao động giữ bản chính giấy tờ tuỳ thân, văn bằng, chứng chỉ và tài sản của người lao động.""

Việc giữ bản chính các giấy tờ tùy thân (như chứng minh nhân dân, căn cước công dân, bằng cấp, sổ bảo hiểm xã hội...) là **hành vi vi phạm pháp luật**, kể cả khi người lao động đồng ý.

Người sử dụng lao động chỉ được yêu cầu **xuất trình** để kiểm tra và có thể giữ **bản sao có công chứng hoặc chứng thực** (nếu cần) theo quy định, nhưng **không được giữ bản gốc**.

Nếu người sử dụng lao động vi phạm, người lao động có quyền khiếu nại hoặc tố cáo đến cơ quan quản lý lao động theo quy định tại **Điều 137 Bộ luật Lao động 2019**.",
Thời gian thử việc đối với công việc có chức danh nghề nghiệp cần trình độ chuyên môn từ cao đẳng trở lên là bao lâu?,[],"Theo quy định tại **Điều 27 Bộ luật Lao động năm 2019**, thời gian thử việc tùy thuộc vào tính chất, mức độ phức tạp của công việc và trình độ chuyên môn, kỹ thuật của người lao động.

Cụ thể, tại **Khoản 1 Điều 27** quy định:

> ""Thời gian thử việc do hai bên thỏa thuận nhưng **không quá 60 ngày** đối với công việc có chức danh nghề nghiệp cần trình độ chuyên môn kỹ thuật từ **cao đẳng trở lên**.""

**Vì vậy**, thời gian thử việc đối với công việc yêu cầu trình độ từ cao đẳng trở lên **không được vượt quá 60 ngày**.",
Giờ làm việc ban đêm theo Bộ luật Lao động được tính trong khung giờ nào?,[],"Theo Bộ luật Lao động năm 2019, giờ làm việc ban đêm được quy định cụ thể tại **Điều 107**.

**Giờ làm việc ban đêm** là giờ làm việc từ **22 giờ ngày hôm trước đến 06 giờ ngày hôm sau**.

👉 Cụ thể, **Khoản 1 Điều 107 Bộ luật Lao động 2019** quy định:

> ""Làm việc ban đêm là làm việc từ 22 giờ đến 06 giờ ngày hôm sau.""

Do đó, khung giờ làm việc ban đêm theo pháp luật lao động Việt Nam là **từ 22 giờ đến 06 giờ**.",
Hành vi thu tiền của người lao động tham gia tuyển dụng lao động bị xử phạt tiền ở mức nào?,[],"Theo quy định tại **Điểm a Khoản 3 Điều 15 Nghị định 12/2022/NĐ-CP** quy định xử phạt vi phạm hành chính trong lĩnh vực lao động, bảo hiểm xã hội, đưa người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng, hành vi **thu tiền của người lao động trong quá trình tuyển dụng** bị xử phạt như sau:

> **Phạt tiền từ 10.000.000 đồng đến 15.000.000 đồng** đối với người sử dụng lao động có một trong các hành vi sau đây:
> 
> a) Yêu cầu người lao động phải nộp tiền đặt cọc để đảm bảo thực hiện hợp đồng lao động;  
> b) **Thu tiền của người lao động trong quá trình tuyển dụng, tiếp nhận vào làm việc**.

Do đó, hành vi **thu tiền của người lao động khi tham gia tuyển dụng** bị xử phạt tiền **từ 10.000.000 đồng đến 15.000.000 đồng**.

**Lưu ý:** Việc thu bất kỳ khoản tiền nào (phí hồ sơ, phí tuyển dụng, phí đào tạo, đặt cọc...) từ người lao động trong quá trình tuyển dụng là **trái pháp luật**, trừ trường hợp pháp luật có quy định khác (ví dụ: chi phí khám sức khỏe do người lao động tự chi trả theo thỏa thuận, nhưng không bắt buộc và không được ép buộc).",
Người sử dụng lao động bị phạt tiền từ 2.000.000 đồng đến 5.000.000 đồng nếu vi phạm quy định nào về thử việc?,[],"Theo quy định tại **Điểm a, Khoản 1, Điều 5 Nghị định 12/2022/NĐ-CP** quy định xử phạt vi phạm hành chính trong lĩnh vực lao động, bảo hiểm xã hội, đưa người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng, người sử dụng lao động bị phạt tiền từ **2.000.000 đồng đến 5.000.000 đồng** nếu vi phạm một trong các hành vi sau đây về **thử việc**:

> **""a) Không ký kết hợp đồng thử việc bằng văn bản hoặc không ghi nội dung thử việc vào hợp đồng lao động theo quy định của pháp luật.""**

### Căn cứ pháp lý:
- **Điều 25 Bộ luật Lao động năm 2019** quy định: Việc thử việc phải được ghi nhận bằng **hợp đồng thử việc** hoặc **ghi vào hợp đồng lao động**.
- **Nghị định 12/2022/NĐ-CP**, Khoản 1 Điều 5: Quy định mức xử phạt đối với hành vi vi phạm trong việc ký kết hợp đồng thử việc.

👉 Như vậy, nếu người sử dụng lao động **không ký hợp đồng thử việc bằng văn bản** hoặc **không ghi rõ nội dung thử việc vào hợp đồng lao động**, sẽ bị xử phạt hành chính với mức tiền từ **2.000.000 đồng đến 5.000.000 đồng**.",
Mức phạt tối đa đối với cá nhân khi trả lương cho người lao động thấp hơn mức lương tối thiểu là bao nhiêu?,[],"Theo quy định tại **Điểm a, Khoản 4, Điều 16 Nghị định 28/2022/NĐ-CP** (sửa đổi, bổ sung bởi **Nghị định 123/2023/NĐ-CP**), mức phạt tối đa đối với cá nhân khi trả lương cho người lao động thấp hơn mức lương tối thiểu vùng do Chính phủ quy định là:

> **Phạt tiền từ 20.000.000 đồng đến 25.000.000 đồng.**

Cụ thể:

> **Khoản 4, Điều 16 Nghị định 28/2022/NĐ-CP** quy định:
> 
> ""Phạt tiền đối với hành vi trả lương cho người lao động thấp hơn mức lương tối thiểu vùng theo quy định của Chính phủ:
> 
> a) Phạt tiền từ 20.000.000 đồng đến 25.000.000 đồng đối với cá nhân;  
> b) Phạt tiền từ 40.000.000 đồng đến 50.000.000 đồng đối với tổ chức.""

Do đó, **mức phạt tối đa đối với cá nhân** trong trường hợp này là **25.000.000 đồng**.",
Hình thức xử phạt bổ sung đối với hành vi sử dụng lao động nước ngoài không có giấy phép lao động là gì?,[],"Theo quy định tại **Điểm a, Khoản 3, Điều 15 Nghị định 12/2022/NĐ-CP** ngày 14 tháng 02 năm 2022 của Chính phủ về xử phạt vi phạm hành chính trong lĩnh vực lao động, bảo hiểm xã hội, bảo hiểm thất nghiệp và an toàn vệ sinh lao động, thì:

> “Phạt tiền từ 30.000.000 đồng đến 75.000.000 đồng đối với người sử dụng lao động có hành vi sử dụng lao động nước ngoài làm việc tại Việt Nam mà không có giấy phép lao động hoặc có giấy phép lao động nhưng hết hiệu lực, trừ trường hợp quy định tại Khoản 1 Điều này.”

**Hình thức xử phạt bổ sung** đối với hành vi này được quy định tại **Khoản 4, Điều 15** như sau:

> “**Phạt bổ sung: đình chỉ hoạt động từ 01 tháng đến 03 tháng** đối với cá nhân, tổ chức có hành vi vi phạm quy định tại Khoản 3 Điều này.”

**Tóm lại**, ngoài hình thức phạt tiền, hình thức xử phạt bổ sung đối với hành vi sử dụng lao động nước ngoài không có giấy phép lao động là **đình chỉ hoạt động từ 01 tháng đến 03 tháng**.

**Căn cứ pháp lý**:  
- **Khoản 3 và Khoản 4, Điều 15 Nghị định 12/2022/NĐ-CP**.",
Thời hạn của hợp đồng lao động đối với giám đốc được thuê trong doanh nghiệp có vốn nhà nước tối đa là bao lâu?,[],"Theo quy định tại **Điều 54 Luật Doanh nghiệp năm 2020**, đối với doanh nghiệp có vốn nhà nước, thời hạn của hợp đồng lao động đối với Giám đốc hoặc Tổng giám đốc được thuê như sau:

> **""Thời hạn hợp đồng làm việc của Giám đốc hoặc Tổng giám đốc công ty trách nhiệm hữu hạn một thành viên do Nhà nước làm chủ sở hữu, công ty trách nhiệm hữu hạn hai thành viên trở lên mà Nhà nước nắm giữ trên 50% vốn điều lệ, công ty cổ phần do Nhà nước nắm giữ trên 50% vốn điều lệ hoặc tổng công ty nhà nước là 05 năm.""**

Tuy nhiên, tại **Khoản 2 Điều 54** cũng quy định:

> ""Trường hợp đặc biệt, căn cứ vào năng lực, trình độ chuyên môn, kinh nghiệm quản lý, hiệu quả hoạt động của doanh nghiệp và nhu cầu sử dụng, thời hạn hợp đồng có thể được kéo dài, nhưng **tối đa không quá 05 năm cho mỗi lần ký** và **tổng thời gian làm việc liên tục không quá 10 năm**.""

Do đó, **thời hạn tối đa của hợp đồng lao động đối với Giám đốc được thuê trong doanh nghiệp có vốn nhà nước là 10 năm**, với điều kiện được ký nhiều nhất 02 lần, mỗi lần không quá 05 năm.

**Tóm lại:**  
Thời hạn hợp đồng tối đa là **10 năm liên tục**, theo quy định tại **Điều 54 Luật Doanh nghiệp năm 2020**.",
Tháng lẻ trên 06 tháng làm việc được tính là bao nhiêu năm để tính trợ cấp thôi việc?,[],"Theo quy định tại **Điều 48 Bộ luật Lao động năm 2019**, khi người lao động chấm dứt hợp đồng lao động mà thuộc trường hợp được hưởng trợ cấp thôi việc, thì thời gian làm việc để tính trợ cấp thôi việc là tổng thời gian người lao động đã làm việc cho người sử dụng lao động, **trừ đi thời gian đã đóng bảo hiểm thất nghiệp** (nếu đã đóng thì không tính vào trợ cấp thôi việc).

Cụ thể, tại **Khoản 2 Điều 48 Bộ luật Lao động 2019** quy định:

> ""Thời gian làm việc để tính trợ cấp thôi việc là thời gian người lao động đã làm việc thực tế cho người sử dụng lao động, **kể cả thời gian thử việc**, thời gian được cử đi học, thời gian nghỉ hằng năm, nghỉ lễ, nghỉ việc riêng được người sử dụng lao động đồng ý, thời gian nghỉ việc do ốm đau, tai nạn, có xác nhận của cơ sở khám bệnh, chữa bệnh có thẩm quyền, thời gian bị tạm giữ, tạm giam nhưng sau đó được cơ quan nhà nước có thẩm quyền kết luận không có lỗi.""

Về việc **làm tròn thời gian** để tính trợ cấp thôi việc, theo **Khoản 3 Điều 14 Nghị định 145/2020/NĐ-CP** hướng dẫn thi hành Bộ luật Lao động, quy định:

> ""Thời gian làm việc để tính trợ cấp thôi việc, trợ cấp mất việc làm được tính theo **năm** (đủ 12 tháng), **phần lẻ từ 06 tháng trở lên được tính bằng 01 năm**; phần lẻ dưới 06 tháng không được tính.""

👉 **Vậy, nếu phần lẻ trên 06 tháng (tức từ 6 tháng 1 ngày trở lên đến 11 tháng 30 ngày), thì được làm tròn thành 01 năm** để tính trợ cấp thôi việc.

**Tóm lại:**  
- **Tháng lẻ từ 06 tháng trở lên** → được tính là **01 năm**.  
- **Tháng lẻ dưới 06 tháng** → **không được tính**.

✅ Ví dụ: Làm việc 5 năm 7 tháng → được tính là 6 năm.  
❌ Làm việc 5 năm 5 tháng → được tính là 5 năm.",
Bên người sử dụng lao động tham gia đối thoại tại nơi làm việc phải bảo đảm ít nhất bao nhiêu người?,[],"Theo quy định tại **Điều 64 Bộ luật Lao động năm 2019**, đối thoại tại nơi làm việc phải được thực hiện định kỳ hằng năm, đột xuất theo yêu cầu và bảo đảm sự tham gia của các bên có liên quan.

Cụ thể, tại **Khoản 1 Điều 64** quy định:

> ""Đối thoại tại nơi làm việc do người sử dụng lao động và người lao động tiến hành trên cơ sở bình đẳng, thiện chí, công khai, minh bạch và bảo đảm sự tham gia của ít nhất **01 đại diện người sử dụng lao động** và **01 đại diện người lao động**.""

Do đó, **bên người sử dụng lao động tham gia đối thoại tại nơi làm việc phải bảo đảm ít nhất 01 người** đại diện.

**Kết luận:** Ít nhất **01 người** đại diện cho người sử dụng lao động tham gia đối thoại tại nơi làm việc (theo **Điều 64 Bộ luật Lao động 2019**).",
